window_idx,start_time,end_time,label
0,0,0.01,silence
1,0.01,0.02,silence
2,0.02,0.03,silence
3,0.03,0.04,silence
4,0.04,0.05,silence
5,0.05,0.06,silence
6,0.06,0.07,silence
7,0.07,0.08,silence
8,0.08,0.09,silence
9,0.09,0.1,silence
10,0.1,0.11,silence
11,0.11,0.12,silence
12,0.12,0.13,silence
13,0.13,0.14,P1
14,0.14,0.15,P1
15,0.15,0.16,P1
16,0.16,0.17,P1
17,0.17,0.18,P1
18,0.18,0.19,P1
19,0.19,0.2,P1
20,0.2,0.21,P1
21,0.21,0.22,P1
22,0.22,0.23,P1
23,0.23,0.24,P1
24,0.24,0.25,P1
25,0.25,0.26,P1
26,0.26,0.27,P1
27,0.27,0.28,P1
28,0.28,0.29,P1
29,0.29,0.3,P1
30,0.3,0.31,P1
31,0.31,0.32,P1
32,0.32,0.33,P1
33,0.33,0.34,P1
34,0.34,0.35,P1
35,0.35,0.36,P1
36,0.36,0.37,P1
37,0.37,0.38,P1
38,0.38,0.39,P1
39,0.39,0.4,P1
40,0.4,0.41,P1
41,0.41,0.42,P1
42,0.42,0.43,P1
43,0.43,0.44,P1
44,0.44,0.45,P1
45,0.45,0.46,P1
46,0.46,0.47,P1
47,0.47,0.48,P1
48,0.48,0.49,P1
49,0.49,0.5,P1
50,0.5,0.51,P1
51,0.51,0.52,P1
52,0.52,0.53,P1
53,0.53,0.54,P1
54,0.54,0.55,P1
55,0.55,0.56,P1
56,0.56,0.57,P1
57,0.57,0.58,P1
58,0.58,0.59,P1
59,0.59,0.6,P1
60,0.6,0.61,P1
61,0.61,0.62,P1
62,0.62,0.63,P1
63,0.63,0.64,P1
64,0.64,0.65,P1
65,0.65,0.66,P1
66,0.66,0.67,P1
67,0.67,0.68,P1
68,0.68,0.69,P1
69,0.69,0.7,P1
70,0.7,0.71,P1
71,0.71,0.72,P1
72,0.72,0.73,P1
73,0.73,0.74,P1
74,0.74,0.75,P1
75,0.75,0.76,P1
76,0.76,0.77,P1
77,0.77,0.78,P1
78,0.78,0.79,P1
79,0.79,0.8,P1
80,0.8,0.81,P1
81,0.81,0.82,P1
82,0.82,0.83,P1
83,0.83,0.84,P1
84,0.84,0.85,P1
85,0.85,0.86,P1
86,0.86,0.87,P1
87,0.87,0.88,P1
88,0.88,0.89,P1
89,0.89,0.9,P1
90,0.9,0.91,P1
91,0.91,0.92,P1
92,0.92,0.93,P1
93,0.93,0.94,P1
94,0.94,0.95,P1
95,0.95,0.96,P1
96,0.96,0.97,P1
97,0.97,0.98,P1
98,0.98,0.99,P1
99,0.99,1,P1
100,1,1.01,P1
101,1.01,1.02,P1
102,1.02,1.03,P1
103,1.03,1.04,P1
104,1.04,1.05,P1
105,1.05,1.06,P1
106,1.06,1.07,P1
107,1.07,1.08,P1
108,1.08,1.09,P1
109,1.09,1.1,P1
110,1.1,1.11,P1
111,1.11,1.12,P1
112,1.12,1.13,P1
113,1.13,1.14,P1
114,1.14,1.15,P1
115,1.15,1.16,P1
116,1.16,1.17,P1
117,1.17,1.18,P1
118,1.18,1.19,P1
119,1.19,1.2,P1
120,1.2,1.21,P1
121,1.21,1.22,P1
122,1.22,1.23,P1
123,1.23,1.24,P1
124,1.24,1.25,P1
125,1.25,1.26,P1
126,1.26,1.27,P1
127,1.27,1.28,P1
128,1.28,1.29,P1
129,1.29,1.3,P1
130,1.3,1.31,P1
131,1.31,1.32,P1
132,1.32,1.33,P1
133,1.33,1.34,P1
134,1.34,1.35,P1
135,1.35,1.36,P1
136,1.36,1.37,P1
137,1.37,1.38,P1
138,1.38,1.39,P1
139,1.39,1.4,P1
140,1.4,1.41,P1
141,1.41,1.42,P1
142,1.42,1.43,P1
143,1.43,1.44,P1
144,1.44,1.45,P1
145,1.45,1.46,P1
146,1.46,1.47,P1
147,1.47,1.48,P1
148,1.48,1.49,P1
149,1.49,1.5,P1
150,1.5,1.51,P1
151,1.51,1.52,P1
152,1.52,1.53,P1
153,1.53,1.54,P1
154,1.54,1.55,P1
155,1.55,1.56,P1
156,1.56,1.57,P1
157,1.57,1.58,P1
158,1.58,1.59,P1
159,1.59,1.6,P1
160,1.6,1.61,P1
161,1.61,1.62,P1
162,1.62,1.63,P1
163,1.63,1.64,P1
164,1.64,1.65,P1
165,1.65,1.66,P1
166,1.66,1.67,P1
167,1.67,1.68,P1
168,1.68,1.69,P1
169,1.69,1.7,P1
170,1.7,1.71,P1
171,1.71,1.72,P1
172,1.72,1.73,P1
173,1.73,1.74,P1
174,1.74,1.75,P1
175,1.75,1.76,P1
176,1.76,1.77,P1
177,1.77,1.78,P1
178,1.78,1.79,P1
179,1.79,1.8,P1
180,1.8,1.81,P1
181,1.81,1.82,P1
182,1.82,1.83,P1
183,1.83,1.84,P1
184,1.84,1.85,P1
185,1.85,1.86,P1
186,1.86,1.87,P1
187,1.87,1.88,P1
188,1.88,1.89,P1
189,1.89,1.9,P1
190,1.9,1.91,P1
191,1.91,1.92,P1
192,1.92,1.93,P1
193,1.93,1.94,P1
194,1.94,1.95,P1
195,1.95,1.96,P1
196,1.96,1.97,P1
197,1.97,1.98,P1
198,1.98,1.99,P1
199,1.99,2,P1
200,2,2.01,P1
201,2.01,2.02,P1
202,2.02,2.03,P1
203,2.03,2.04,P1
204,2.04,2.05,P1
205,2.05,2.06,P1
206,2.06,2.07,P1
207,2.07,2.08,P1
208,2.08,2.09,P1
209,2.09,2.1,P1
210,2.1,2.11,P1
211,2.11,2.12,P1
212,2.12,2.13,P1
213,2.13,2.14,P1
214,2.14,2.15,P1
215,2.15,2.16,P1
216,2.16,2.17,P1
217,2.17,2.18,P1
218,2.18,2.19,P1
219,2.19,2.2,P1
220,2.2,2.21,P1
221,2.21,2.22,P1
222,2.22,2.23,P1
223,2.23,2.24,P1
224,2.24,2.25,P1
225,2.25,2.26,P1
226,2.26,2.27,P1
227,2.27,2.28,P1
228,2.28,2.29,P1
229,2.29,2.3,P1
230,2.3,2.31,P1
231,2.31,2.32,P1
232,2.32,2.33,P1
